recommendation_id,constituency_id,recommendation_type,title,description,priority,confidence_score,impact_score,effort_level,target_audience,estimated_cost,estimated_timeline_days,status,assigned_to,ai_reasoning,data_sources,expected_outcomes,risks,created_at,updated_at,completed_at,feedback_rating,feedback_notes
067bc727-6700-448d-88ea-3b0b164cb5c7,PC05,outreach,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,medium,0.93,95.0,low,youth,119388.76,13,completed,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 27%"", ""Benefit 2409 people directly""]","[""Resource availability""]",2025-11-24 12:40:00,2025-12-22 12:40:00,2026-02-04 12:40:00,3.0,"Good implementation, achieved 78% of objectives"
71e391b0-1a9a-42c9-859c-839a0f1b2938,PC05,policy,Improve education in Ward 6,Recommendation based on AI analysis of ground data,high,0.78,64.2,high,farmers,136640.64,76,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 16%"", ""Benefit 3886 people directly""]",[],2025-02-16 09:36:00,2025-03-04 09:36:00,,,
d4b33fa8-8b19-4fa9-8fb1-d376a0c6a00f,PC05,resource_allocation,Improve education in Ward 4,Recommendation based on AI analysis of ground data,medium,0.88,62.6,low,farmers,349423.91,19,in_progress,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 38%"", ""Benefit 4972 people directly""]",[],2025-01-10 20:05:00,2025-02-05 20:05:00,,,
12088df4-5b29-4346-b8e8-4015a891cf78,PC05,policy,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,medium,0.94,80.1,low,women,475208.88,84,accepted,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 22%"", ""Benefit 1576 people directly""]",[],2025-02-12 11:18:00,2025-03-07 11:18:00,,,
130c15b8-2889-45f5-9f4c-715a2666a16f,PC05,policy,Improve education in Ward 3,Recommendation based on AI analysis of ground data,low,0.74,74.1,medium,youth,98243.74,78,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 35%"", ""Benefit 899 people directly""]",[],2025-06-08 01:19:00,2025-07-05 01:19:00,,,
6b9715c1-b44e-4a7e-80c6-cd94615471c5,PC05,policy,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,medium,0.77,89.3,low,women,341747.04,54,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 36%"", ""Benefit 4745 people directly""]",[],2025-05-25 18:27:00,2025-06-01 18:27:00,,,
7d5718d2-293f-4219-8d9a-e134eccaf557,PC05,outreach,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,low,0.81,94.7,medium,youth,323718.66,24,accepted,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 38%"", ""Benefit 1051 people directly""]","[""Resource availability""]",2025-09-21 21:00:00,2025-10-14 21:00:00,,,
b2e5d818-8bba-409d-8726-91850a4d36dd,PC05,crisis_response,Improve education in Ward 1,Recommendation based on AI analysis of ground data,medium,0.83,86.8,low,farmers,470113.77,52,accepted,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 22%"", ""Benefit 3589 people directly""]","[""Timeline delays""]",2025-08-10 11:17:00,2025-08-12 11:17:00,,,
10d16e19-4a47-43c3-8b9a-3c2bde7e6c68,PC05,policy,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,low,0.91,89.7,medium,youth,306585.3,26,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 22%"", ""Benefit 3520 people directly""]","[""Stakeholder resistance""]",2025-11-20 09:49:00,2025-12-08 09:49:00,,,
d7ed85ac-f6b8-4898-92f2-35dbf24004cf,PC05,crisis_response,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,critical,0.77,66.7,low,farmers,399344.1,8,rejected,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 27%"", ""Benefit 2895 people directly""]","[""Timeline delays""]",2025-11-08 15:14:00,2025-11-29 15:14:00,,,
4e9de04c-489c-4746-a52a-1955608fcca5,PC05,policy,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,critical,0.8,90.5,medium,women,272177.02,17,rejected,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 30%"", ""Benefit 3017 people directly""]","[""Weather conditions""]",2025-09-03 02:20:00,2025-09-19 02:20:00,,,
b652d0bc-327f-4c15-abc2-8a6ee04620c8,PC05,resource_allocation,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,low,0.87,84.9,low,farmers,440459.06,16,rejected,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 37%"", ""Benefit 2689 people directly""]","[""Stakeholder resistance""]",2025-05-23 21:18:00,2025-06-09 21:18:00,,,
62823425-18d5-4c0a-b980-71ba825cba17,PC05,policy,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,critical,0.81,66.6,low,all,152314.26,89,accepted,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 30%"", ""Benefit 2760 people directly""]","[""Weather conditions""]",2025-05-11 08:34:00,2025-06-10 08:34:00,,,
41fbadd5-dddc-4e0b-84e9-b1f4867f70fe,PC05,outreach,Improve education in Ward 2,Recommendation based on AI analysis of ground data,critical,0.91,64.6,medium,women,369046.97,23,accepted,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 29%"", ""Benefit 3963 people directly""]","[""Budget constraints""]",2025-03-17 13:20:00,2025-04-08 13:20:00,,,
8711ce85-8541-4be2-8909-9c2044140253,PC06,outreach,Improve education in Ward 1,Recommendation based on AI analysis of ground data,low,0.92,92.5,medium,youth,381496.17,74,accepted,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 19%"", ""Benefit 1759 people directly""]","[""Weather conditions""]",2025-08-28 00:37:00,2025-09-22 00:37:00,,,
b5247e18-d7a8-4f5b-85b3-bc9d82157cfe,PC06,policy,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,high,0.86,75.8,high,farmers,108091.71,47,accepted,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 39%"", ""Benefit 3435 people directly""]","[""Timeline delays""]",2025-05-25 15:09:00,2025-06-05 15:09:00,,,
26ab494f-d7a0-49d1-a580-6d9a26568e9f,PC06,outreach,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,medium,0.89,92.4,low,all,90591.33,87,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 33%"", ""Benefit 2380 people directly""]",[],2025-09-20 02:22:00,2025-10-09 02:22:00,,,
b9eb7ea1-0053-44ce-bc49-8f23ea2838aa,PC06,policy,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,medium,0.79,79.0,low,all,368998.04,9,accepted,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 34%"", ""Benefit 879 people directly""]","[""Budget constraints""]",2025-01-21 21:41:00,2025-02-17 21:41:00,,,
4f2b50f1-bb16-4ecc-8749-32f40dd47bdd,PC06,outreach,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,critical,0.82,69.9,medium,youth,310141.77,61,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 34%"", ""Benefit 4955 people directly""]","[""Timeline delays""]",2025-02-05 07:37:00,2025-02-11 07:37:00,,,
81c7cfbb-70cf-4dfc-8d74-3cce331b2deb,PC06,policy,Improve education in Ward 4,Recommendation based on AI analysis of ground data,medium,0.72,94.2,low,farmers,138757.52,90,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 36%"", ""Benefit 4615 people directly""]","[""Budget constraints""]",2025-09-27 03:29:00,2025-10-26 03:29:00,,,
8003aea6-1332-45ac-ae12-54febb7702b7,PC06,resource_allocation,Improve education in Ward 1,Recommendation based on AI analysis of ground data,high,0.83,72.4,medium,women,218463.96,69,completed,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 25%"", ""Benefit 2722 people directly""]","[""Resource availability""]",2025-07-30 18:12:00,2025-08-10 18:12:00,2025-10-23 18:12:00,5.0,"Good implementation, achieved 85% of objectives"
57a44142-2208-4370-a548-f3764f00b5e0,PC06,outreach,Improve education in Ward 3,Recommendation based on AI analysis of ground data,high,0.93,91.6,high,farmers,242575.51,37,in_progress,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 35%"", ""Benefit 4172 people directly""]",[],2025-07-08 22:18:00,2025-07-16 22:18:00,,,
483e2f7e-b48b-4778-bf46-1489d60532f7,PC06,resource_allocation,Improve healthcare in Ward 2,Recommendation based on AI analysis of ground data,low,0.94,74.9,low,youth,137508.83,60,completed,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 15%"", ""Benefit 4028 people directly""]",[],2025-01-31 16:46:00,2025-02-04 16:46:00,2025-04-30 16:46:00,3.0,"Good implementation, achieved 84% of objectives"
f29c9d5f-2961-4d5a-963e-e14e747044bb,PC06,resource_allocation,Improve healthcare in Ward 2,Recommendation based on AI analysis of ground data,low,0.77,74.3,high,women,246451.05,23,accepted,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 34%"", ""Benefit 2238 people directly""]","[""Stakeholder resistance""]",2025-04-01 23:18:00,2025-04-02 23:18:00,,,
98bd5df5-35ff-4ee4-9146-4c7e43150d55,PC06,policy,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,critical,0.73,60.7,high,farmers,429125.05,46,in_progress,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 23%"", ""Benefit 4488 people directly""]","[""Weather conditions""]",2025-05-03 09:54:00,2025-05-14 09:54:00,,,
6f9c7ab1-7cd3-4d37-bd1c-016a30ea1e68,PC06,policy,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,critical,0.78,73.1,low,all,369751.22,31,rejected,officer_2,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 17%"", ""Benefit 1957 people directly""]",[],2025-02-24 03:51:00,2025-03-18 03:51:00,,,
51948d7f-d383-4cf7-9a43-b3606bd2650a,PC06,resource_allocation,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,medium,0.92,65.7,high,women,86859.8,74,in_progress,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 40%"", ""Benefit 1154 people directly""]",[],2025-12-02 03:31:00,2025-12-19 03:31:00,,,
5efe3c7f-fab9-45d7-963a-3903f8705778,PC06,resource_allocation,Improve education in Ward 3,Recommendation based on AI analysis of ground data,low,0.7,88.3,high,women,303038.9,31,accepted,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 17%"", ""Benefit 2789 people directly""]",[],2025-08-03 16:26:00,2025-08-29 16:26:00,,,
62d6492e-bfe4-49fa-8a8f-a0eadac44d28,PC06,policy,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,medium,0.91,62.4,low,all,85201.17,10,rejected,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 20%"", ""Benefit 1425 people directly""]",[],2025-12-09 15:56:00,2025-12-19 15:56:00,,,
cd811b94-e2c6-4196-bcb4-5b6156bc46ec,PC06,crisis_response,Improve infrastructure in Ward 2,Recommendation based on AI analysis of ground data,low,0.84,92.7,high,farmers,246572.17,45,rejected,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 20%"", ""Benefit 2326 people directly""]",[],2025-10-16 01:30:00,2025-10-24 01:30:00,,,
a329a588-86b5-4a76-b8b7-555deb62f7a2,PC06,resource_allocation,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,low,0.82,84.6,low,women,480788.97,49,in_progress,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 27%"", ""Benefit 1204 people directly""]","[""Weather conditions""]",2025-02-07 02:01:00,2025-03-08 02:01:00,,,
13b9cfe1-5334-449f-b999-3031608b512b,PC06,policy,Improve education in Ward 3,Recommendation based on AI analysis of ground data,critical,0.84,74.4,medium,youth,235386.67,13,rejected,officer_4,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 25%"", ""Benefit 4070 people directly""]",[],2025-09-07 09:18:00,2025-09-19 09:18:00,,,
de65c0f1-dfd3-4e79-9894-ea5b03337e81,PC07,outreach,Improve education in Ward 4,Recommendation based on AI analysis of ground data,critical,0.76,84.7,high,all,481880.82,33,completed,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 18%"", ""Benefit 3226 people directly""]","[""Weather conditions""]",2025-01-06 06:09:00,2025-02-03 06:09:00,2025-03-27 06:09:00,3.0,
b5e10c91-dd1d-4b9d-b596-3db2bb00da82,PC07,resource_allocation,Improve education in Ward 5,Recommendation based on AI analysis of ground data,high,0.77,86.6,high,farmers,433607.02,22,in_progress,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 40%"", ""Benefit 4035 people directly""]",[],2025-02-14 00:20:00,2025-03-01 00:20:00,,,
255ca160-76bb-4ead-9923-29c64c7f1986,PC07,crisis_response,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,low,0.8,74.2,high,youth,490833.67,15,accepted,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 35%"", ""Benefit 2442 people directly""]",[],2025-12-15 17:18:00,2025-12-26 17:18:00,,,
faa6b282-5fdd-4e82-97b6-f02d1c5f40ab,PC07,outreach,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,low,0.9,94.6,high,youth,96476.64,24,completed,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 23%"", ""Benefit 3784 people directly""]","[""Budget constraints""]",2025-02-26 05:51:00,2025-03-28 05:51:00,2025-04-23 05:51:00,5.0,
5a7f995b-f959-40ea-a7d4-c23dba72eab0,PC07,crisis_response,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,high,0.91,83.4,medium,all,331841.84,43,completed,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve service delivery by 27%"", ""Benefit 1614 people directly""]","[""Timeline delays""]",2025-11-14 06:02:00,2025-12-13 06:02:00,2026-02-08 06:02:00,5.0,"Good implementation, achieved 86% of objectives"
4946575b-25ff-4466-8db7-757f4b0ed01c,PC07,outreach,Improve healthcare in Ward 3,Recommendation based on AI analysis of ground data,critical,0.93,80.7,high,youth,93167.04,10,rejected,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 26%"", ""Benefit 691 people directly""]","[""Resource availability""]",2025-08-16 18:20:00,2025-09-05 18:20:00,,,
40f40a03-4257-43d3-b733-e8bb120aeb5a,PC07,policy,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,low,0.72,68.3,low,youth,182827.58,16,completed,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 29%"", ""Benefit 4155 people directly""]","[""Budget constraints""]",2025-03-15 22:02:00,2025-04-07 22:02:00,2025-04-23 22:02:00,4.0,
151b0a0e-0b0c-47a5-8584-e20f9f525f9a,PC07,resource_allocation,Improve education in Ward 2,Recommendation based on AI analysis of ground data,medium,0.78,88.6,low,youth,415857.19,36,in_progress,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 22%"", ""Benefit 2542 people directly""]","[""Resource availability""]",2025-10-06 10:38:00,2025-10-19 10:38:00,,,
a381fac4-8935-4c04-b0ac-9913ee5d0602,PC07,crisis_response,Improve education in Ward 2,Recommendation based on AI analysis of ground data,low,0.95,64.6,low,women,115793.37,82,completed,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 27%"", ""Benefit 4131 people directly""]","[""Budget constraints""]",2025-04-20 16:27:00,2025-04-27 16:27:00,2025-07-12 16:27:00,5.0,"Good implementation, achieved 83% of objectives"
8cc73485-bc21-45ca-a2f3-5e95af277ce5,PC07,policy,Improve education in Ward 3,Recommendation based on AI analysis of ground data,high,0.81,73.6,medium,women,240936.09,85,completed,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 18%"", ""Benefit 3504 people directly""]","[""Weather conditions""]",2025-12-01 09:14:00,2025-12-19 09:14:00,2026-01-02 09:14:00,4.0,"Good implementation, achieved 95% of objectives"
27635f47-3982-46e7-99bc-ef10210196e0,PC07,crisis_response,Improve infrastructure in Ward 5,Recommendation based on AI analysis of ground data,high,0.81,91.3,high,all,310520.36,20,completed,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 38%"", ""Benefit 2433 people directly""]",[],2025-06-27 20:26:00,2025-07-26 20:26:00,2025-09-25 20:26:00,3.0,"Good implementation, achieved 82% of objectives"
32d87993-e9ec-4720-8576-65b3a304214c,PC07,policy,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,medium,0.75,74.6,medium,all,366369.27,81,in_progress,officer_1,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 17%"", ""Benefit 3365 people directly""]","[""Resource availability""]",2025-11-05 19:42:00,2025-11-08 19:42:00,,,
cb8ded43-b4d3-4f2f-98a8-28bbb317162e,PC07,resource_allocation,Improve education in Ward 3,Recommendation based on AI analysis of ground data,high,0.78,87.5,medium,women,270509.4,74,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 39%"", ""Benefit 1334 people directly""]","[""Resource availability""]",2025-10-29 13:13:00,2025-11-14 13:13:00,,,
188f580a-d465-4f0c-aed3-38e5ea8c261c,PC07,policy,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,low,0.7,77.4,medium,farmers,107398.68,15,accepted,officer_7,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 19%"", ""Benefit 2131 people directly""]",[],2025-07-10 05:59:00,2025-08-09 05:59:00,,,
4517ee3c-6369-46aa-8cc7-fec67b2c1d98,PC07,resource_allocation,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,medium,0.79,92.2,medium,farmers,264456.03,62,rejected,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 32%"", ""Benefit 2910 people directly""]","[""Stakeholder resistance""]",2025-09-26 16:58:00,2025-10-08 16:58:00,,,
ac80ad91-5f81-4805-9a7e-65254400f2f9,PC07,crisis_response,Improve education in Ward 6,Recommendation based on AI analysis of ground data,medium,0.82,71.0,medium,women,89177.39,11,completed,officer_8,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 31%"", ""Benefit 2031 people directly""]",[],2025-05-09 08:57:00,2025-05-14 08:57:00,2025-06-24 08:57:00,5.0,"Good implementation, achieved 76% of objectives"
b476c473-f3a6-45bd-a29d-b5b7862f807c,PC07,outreach,Improve infrastructure in Ward 4,Recommendation based on AI analysis of ground data,critical,0.7,91.7,high,women,211708.37,21,accepted,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve infrastructure quality by 20%"", ""Benefit 4526 people directly""]","[""Timeline delays""]",2025-06-05 10:33:00,2025-06-17 10:33:00,,,
28e05c42-71b9-4100-83f4-f0a9ccae716f,PC07,outreach,Improve healthcare in Ward 1,Recommendation based on AI analysis of ground data,high,0.84,92.8,high,youth,121317.16,32,completed,officer_5,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 17%"", ""Benefit 798 people directly""]","[""Weather conditions""]",2025-07-20 14:56:00,2025-08-04 14:56:00,2025-10-07 14:56:00,3.0,
f2445233-35cf-400e-b4ee-45fb5363bb5d,PC07,crisis_response,Improve healthcare in Ward 6,Recommendation based on AI analysis of ground data,high,0.84,88.7,high,all,349113.92,41,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 27%"", ""Benefit 2977 people directly""]","[""Budget constraints""]",2025-04-22 17:31:00,2025-05-19 17:31:00,,,
ee70b2f3-ffef-41be-911c-ac241da85afd,PC07,crisis_response,Improve education in Ward 6,Recommendation based on AI analysis of ground data,medium,0.8,60.6,medium,women,405494.84,33,rejected,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 36%"", ""Benefit 3801 people directly""]","[""Budget constraints""]",2025-09-06 00:27:00,2025-09-23 00:27:00,,,
e1383c09-155a-464d-90fd-65bc7c58af69,PC07,policy,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,low,0.71,93.1,medium,women,199615.92,83,accepted,officer_9,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve service delivery by 20%"", ""Benefit 4744 people directly""]",[],2025-04-02 05:35:00,2025-04-07 05:35:00,,,
a87248c8-4f25-40b3-86d8-40c083a1be42,PC07,policy,Improve education in Ward 5,Recommendation based on AI analysis of ground data,high,0.74,94.5,medium,all,66673.1,73,rejected,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 28%"", ""Benefit 2116 people directly""]","[""Budget constraints""]",2025-02-20 01:52:00,2025-03-05 01:52:00,,,
4ab65630-097d-4b23-8c6f-ae1bc6fbf5fa,PC07,outreach,Improve healthcare in Ward 5,Recommendation based on AI analysis of ground data,low,0.87,73.3,medium,women,339379.46,53,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 37%"", ""Benefit 543 people directly""]",[],2025-04-28 02:16:00,2025-05-04 02:16:00,,,
8915176d-9d37-46d1-b938-074d737de71c,PC07,crisis_response,Improve education in Ward 6,Recommendation based on AI analysis of ground data,low,0.79,71.8,medium,farmers,364047.64,44,completed,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve service delivery by 25%"", ""Benefit 2905 people directly""]",[],2025-12-27 11:52:00,2026-01-10 11:52:00,2026-02-08 11:52:00,3.0,
ac70cd25-e569-4766-8613-47b36e8a07b2,PC07,resource_allocation,Improve education in Ward 4,Recommendation based on AI analysis of ground data,critical,0.85,61.0,medium,women,243103.14,23,in_progress,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 27%"", ""Benefit 865 people directly""]",[],2025-01-20 18:10:00,2025-02-07 18:10:00,,,
4cc2c799-2194-49bf-b76a-5757345ce1e9,PC07,resource_allocation,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,high,0.94,90.5,medium,youth,65207.0,53,rejected,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve satisfaction by 37%"", ""Benefit 2024 people directly""]",[],2025-04-03 10:27:00,2025-05-01 10:27:00,,,
f85ef091-7c47-45d8-8547-ffbfcd1d1116,PC07,crisis_response,Improve healthcare in Ward 4,Recommendation based on AI analysis of ground data,low,0.85,90.3,medium,farmers,376329.57,15,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 27%"", ""Benefit 3393 people directly""]","[""Budget constraints""]",2025-10-15 14:26:00,2025-11-07 14:26:00,,,
b575c4a9-833c-4af2-a193-5d8eb347c49d,PC07,outreach,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,high,0.75,67.6,low,farmers,442992.04,40,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 36%"", ""Benefit 4932 people directly""]","[""Timeline delays""]",2025-02-16 04:47:00,2025-03-05 04:47:00,,,
801d2d63-5dc6-415c-9781-8606e01c17df,PC07,crisis_response,Improve infrastructure in Ward 3,Recommendation based on AI analysis of ground data,critical,0.77,78.8,low,women,103660.42,72,rejected,officer_3,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media""]","[""Improve infrastructure quality by 35%"", ""Benefit 3990 people directly""]","[""Weather conditions""]",2025-03-15 18:27:00,2025-04-08 18:27:00,,,
b98e548d-f161-4273-97e7-572eddd3fb6b,PC08,outreach,Improve education in Ward 1,Recommendation based on AI analysis of ground data,high,0.87,80.3,medium,farmers,434895.51,46,completed,officer_6,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances""]","[""Improve satisfaction by 38%"", ""Benefit 1549 people directly""]","[""Stakeholder resistance""]",2025-05-20 09:46:00,2025-05-22 09:46:00,2025-07-23 09:46:00,3.0,
6397bcc7-7c8e-4fbe-898f-a6764647695c,PC08,outreach,Improve healthcare in Ward 2,Recommendation based on AI analysis of ground data,high,0.74,61.2,medium,farmers,174350.18,49,rejected,officer_10,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve infrastructure quality by 32%"", ""Benefit 3418 people directly""]","[""Resource availability""]",2025-03-29 14:22:00,2025-04-02 14:22:00,,,
63467f63-f5a4-4afd-98a2-fd265aac5795,PC08,outreach,Improve infrastructure in Ward 1,Recommendation based on AI analysis of ground data,critical,0.83,86.4,high,women,418617.8,24,pending,,Based on sentiment analysis and historical data patterns,"[""visit_records"", ""grievances"", ""social_media"", ""field_reports""]","[""Improve satisfaction by 34%"", ""Benefit 3591 people directly""]","[""Weather conditions""]",2025-08-14 22:26:00,2025-08-17 22:26:00,,,
